Date,Open,High,Low,Close,Volume,Adj Close
2011-10-24,119.100002,120.28000300000001,115.100004,118.839996,120460200,16.977142
2011-10-25,74.899999,79.390001,74.249997,77.370002,315541800,11.052857000000001
2011-10-26,78.73,81.420001,75.399997,79.400002,148733900,11.342857
2011-10-27,82.179998,82.71999699999999,79.249998,80.86000200000001,71190000,11.551428999999999
2011-10-28,80.280002,84.660002,79.599999,84.14000300000001,57769600,12.02
2011-10-31,83.63999799999999,84.090002,81.450002,82.080003,39653600,11.725715
2011-11-01,80.109998,80.999998,78.74,80.089997,33016200,11.441428
2011-11-02,80.709998,84.400002,80.109998,83.389999,41384000,11.912857
2011-11-03,84.130003,92.600003,81.800003,92.290003,94685500,13.184285999999998
2011-11-04,91.46999699999999,92.89000300000001,87.749999,90.019998,84483700,12.86
2011-11-07,91.0,93.839998,89.979997,90.830003,47485200,12.975715
2011-11-08,91.22999899999999,92.600003,89.650002,90.470001,31906000,12.924286
2011-11-09,89.000001,90.440001,87.999998,88.049999,28756000,12.578571
2011-11-10,89.290001,90.29999699999999,84.839999,85.11999899999999,39614400,12.16
2011-11-11,85.899997,87.949997,83.7,87.749999,38140200,12.535714
2011-11-14,87.989998,88.1,85.45,85.719999,21811300,12.245714
2011-11-15,85.15,87.050003,84.499998,86.279999,21372400,12.325714
2011-11-16,86.460003,86.460003,80.890002,81.180002,34560400,11.597142999999999
2011-11-17,80.77,80.999998,75.789999,76.460001,52823400,10.922857
2011-11-18,76.7,78.999999,76.039998,78.059998,34729100,11.151428
2011-11-21,77.0,79.980001,73.260001,74.47000200000001,44408000,10.638572
2011-11-22,69.210002,74.20000300000001,68.999997,70.449997,106696800,10.064285
2011-11-23,69.649999,70.77999799999999,68.419997,68.499999,44626400,9.785714
2011-11-25,68.16999799999999,69.619998,62.899998,63.86,38045000,9.122857000000002
2011-11-28,67.20000300000001,70.759997,66.81,69.949999,56503300,9.992857
2011-11-29,69.329998,69.389999,65.650001,67.569998,50081500,9.652857000000001
2011-11-30,69.02999799999999,69.319998,62.369999,64.530002,108332700,9.218572
2011-12-01,64.419999,68.439998,64.000003,67.170002,52402700,9.595715
2011-12-02,66.22,67.88999799999999,65.11000200000001,66.369997,39710300,9.481428
2011-12-05,66.949997,71.909997,65.299999,70.120003,67872000,10.017142999999999
2011-12-06,70.08000200000001,70.769998,66.81,68.139997,59470600,9.734285
2011-12-07,68.300001,72.770003,67.500003,71.959998,59046400,10.28
2011-12-08,71.530002,72.950001,69.089999,69.42,46216100,9.917143
2011-12-09,69.540003,71.679998,69.53000300000001,70.89,32909100,10.127142999999998
2011-12-12,69.740001,76.830003,69.520002,75.26,93400300,10.751429
2011-12-13,75.449998,77.59,71.600003,72.11000200000001,72621500,10.301428999999999
2011-12-14,69.57999699999999,71.649998,68.920002,71.039997,37184000,10.148571
2011-12-15,71.600003,71.959998,69.4,69.72,26247200,9.96
2011-12-16,70.189998,70.849999,69.160001,69.820003,32560500,9.974286
2011-12-19,69.790002,69.790002,66.930003,67.150002,24200400,9.592857
2011-12-20,68.650002,71.590003,68.219999,71.399999,30880500,10.2
2011-12-21,71.290003,72.410002,70.189998,70.97000200000001,25386900,10.138572
2011-12-22,71.11999899999999,74.400001,71.11999899999999,73.840001,25860800,10.548572
2011-12-23,74.13000100000001,74.579998,72.299999,72.62,22556100,10.374286
2011-12-27,72.299999,72.489997,70.199998,70.6,21940800,10.085714
2011-12-28,70.519999,71.000003,68.570001,69.200002,23597000,9.885715
2011-12-29,68.979997,69.889997,67.609999,69.29999699999999,26163200,9.9
2011-12-30,69.11,70.59,68.83,69.289997,21809200,9.898571
2012-01-03,70.28,72.72000200000001,70.130003,72.239998,29213800,10.32
2012-01-04,72.35,80.96999699999999,71.810001,80.449999,100489900,11.492857
2012-01-05,79.420002,81.859998,77.28,79.299999,86552900,11.328571
2012-01-06,79.120002,87.300002,78.699999,86.289999,125610800,12.327143
2012-01-09,89.61000200000001,99.649998,87.13999799999999,98.179997,214073300,14.025714
2012-01-10,99.800001,99.840002,92.500001,95.82999699999999,146335000,13.69
2012-01-11,94.989998,95.599998,91.449997,92.15,87148600,13.164285999999999
2012-01-12,92.48,93.370001,89.199999,92.15,61243000,13.164285999999999
2012-01-13,91.46999699999999,96.55,90.200002,94.379997,88839100,13.482857000000001
2012-01-17,96.000001,97.850003,94.330003,94.719998,58832200,13.531428
2012-01-18,93.180003,98.920001,92.250002,98.539999,66091200,14.077143
2012-01-19,99.659998,104.599998,99.659998,103.459998,78789900,14.78
2012-01-20,102.599998,104.77000100000001,99.689999,100.239998,53860800,14.32
2012-01-23,98.710003,99.619997,93.599999,93.960001,61086900,13.422857
2012-01-24,92.099998,94.689998,91.479998,92.66999799999999,41929300,13.238570999999999
2012-01-25,92.699999,95.500003,91.650002,95.039999,77953400,13.577143
2012-01-26,113.900003,119.36999499999999,112.060001,116.009998,158944100,16.572857
2012-01-27,115.799994,123.989994,114.279999,123.790003,102228700,17.684286
2012-01-30,124.759998,129.48,123.220003,125.43,105826000,17.918571
2012-01-31,124.990004,125.490002,117.749998,120.200001,84273700,17.171429
2012-02-01,121.410002,123.750002,118.249996,122.96999699999999,52306800,17.567142
2012-02-02,123.499996,125.749994,122.249994,123.999994,41126400,17.714285
2012-02-03,125.000004,127.489994,123.340006,126.429996,46788000,18.061428
2012-02-06,123.220003,130.599998,121.849998,129.249994,81617200,18.464285
2012-02-07,128.729996,133.429996,126.810005,127.880003,81435200,18.268572
2012-02-08,125.869997,127.390005,123.42999499999999,123.999994,51012500,17.714285
2012-02-09,124.410004,126.979996,122.15000500000001,124.84,40514600,17.834286
2012-02-10,124.049995,126.250006,122.86999499999999,123.930006,33901000,17.704287
2012-02-13,124.970003,124.980003,118.129993,118.29999699999999,52550400,16.9
2012-02-14,118.99,124.25,118.550003,123.07,52407600,17.581429
2012-02-15,123.629999,125.319998,121.08999399999999,122.06000300000001,37126600,17.437143
2012-02-16,122.209993,124.129997,119.999996,121.91,40575500,17.415714
2012-02-17,122.13000500000001,122.86999499999999,120.04999699999999,121.849998,25934300,17.407142999999998
2012-02-21,123.850004,126.150003,116.68,117.400003,80490900,16.771429
2012-02-22,114.91,115.000002,108.540001,112.399996,93191700,16.057142000000002
2012-02-23,111.550003,114.149996,111.160001,112.98999599999999,39762100,16.141428
2012-02-24,112.879993,113.950005,111.29999699999999,111.669999,27089300,15.952857
2012-02-27,108.050003,110.39000300000001,106.639997,109.410001,45077900,15.63
2012-02-28,108.409998,114.86999899999999,108.099998,113.320004,42196700,16.188572
2012-02-29,113.079998,113.89000300000001,109.760002,110.729998,37569000,15.818570999999999
2012-03-01,109.1,113.66999799999999,108.52,112.750004,36876000,16.107143
2012-03-02,112.489998,117.84,111.599998,115.100004,40653200,16.442857999999998
2012-03-05,114.699995,116.519997,110.709997,110.809999,27605200,15.83
2012-03-06,109.490003,109.579998,106.000003,107.130002,32221700,15.304286
2012-03-07,111.440001,111.440001,102.529997,105.189998,76797000,15.027142999999999
2012-03-08,105.950002,108.439999,103.999997,108.069997,45752700,15.438571
2012-03-09,106.999999,110.26,105.650002,109.13000100000001,37167200,15.59
2012-03-12,107.750003,110.749998,105.549999,106.200001,34559700,15.171429000000002
2012-03-13,107.879999,109.299998,105.149997,106.349998,30739800,15.192857
2012-03-14,105.819999,105.950002,102.899999,105.249999,36208200,15.035714000000002
2012-03-15,105.350001,110.650002,105.0,110.16999799999999,40880000,15.738570999999999
2012-03-16,110.26,111.71,107.559999,109.96,37198700,15.708571
2012-03-19,109.510003,115.000002,108.81,114.33,37095100,16.332857
2012-03-20,113.910004,116.750002,113.109999,115.020002,31507700,16.431429
2012-03-21,115.999998,120.89000300000001,115.620003,120.099998,47321400,17.157142999999998
2012-03-22,120.029997,123.479996,117.870001,118.72999399999999,42754600,16.961428
2012-03-23,119.43999699999999,121.179996,117.310001,120.190001,37734200,17.17
2012-03-26,121.590006,122.19000600000001,119.150003,121.990002,32428200,17.427143
2012-03-27,122.140005,123.469995,120.53999499999999,120.66999799999999,24382400,17.238571
2012-03-28,120.250002,121.000006,118.339998,118.809996,22874600,16.972857
2012-03-29,117.930002,118.59000400000001,112.999996,115.050003,32632600,16.435715
2012-03-30,115.51,117.290001,114.179996,115.040003,29270500,16.434286
2012-04-02,114.79999699999999,114.79999699999999,112.100002,113.970005,26645500,16.281429
2012-04-03,110.82,114.249998,109.750002,112.95999499999999,46004700,16.137142
2012-04-04,111.629998,112.549999,109.899999,110.26,20766200,15.751429000000002
2012-04-05,109.94,111.609998,109.319999,110.499999,22763300,15.785714000000002
2012-04-09,108.759999,109.68,106.629997,106.679998,22637300,15.24
2012-04-10,107.32,107.79999699999999,101.8,101.92000300000001,35105000,14.56
2012-04-11,103.24,103.71999699999999,98.519999,99.810001,52320800,14.258572000000001
2012-04-12,101.260001,104.929998,99.31000300000001,104.260003,33845000,14.894286
2012-04-13,104.909998,106.500001,102.309999,104.170001,27695500,14.881429
2012-04-16,104.609998,105.0,100.400002,101.149999,26727400,14.45
2012-04-17,101.699998,107.660001,101.689998,107.02,31110800,15.288571
2012-04-18,106.490001,108.719998,106.250002,106.959998,23503900,15.28
2012-04-19,105.070002,109.710001,104.279997,107.090001,25097100,15.298572
2012-04-20,107.519998,108.169999,105.670002,106.109999,18275600,15.158570999999998
2012-04-23,104.889997,105.0,101.79,101.840001,84274400,14.548572
2012-04-24,86.519998,89.999997,86.299999,87.679997,117393500,12.525714
2012-04-25,88.589998,88.589998,81.559998,86.35,83428800,12.335714
2012-04-26,85.600003,87.840001,83.810002,85.069998,55948900,12.152857000000001
2012-04-27,85.709999,85.89000300000001,82.999997,83.740001,36031100,11.962857000000001
2012-04-30,82.620002,82.870001,79.760003,80.13999799999999,52679200,11.448571000000001
2012-05-01,80.290002,82.68999699999999,78.999999,81.36,32983300,11.622857000000002
2012-05-02,80.739999,82.979997,80.159999,82.23,27384000,11.747143
2012-05-03,81.81000300000001,82.179998,75.52,75.970003,53015900,10.852858
